sequence,drummer,session,id,style,midi_filename,audio_filename,bpm,split,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15
561,drummer3,drummer3/session2,drummer3/session2/16,rock,drummer3/session2/16_rock_100_beat_4-4.mid,drummer3/session2/16_rock_100_beat_4-4.wav,100,train,2.123494,1.5739703,1.289764,1.8601037,2.0153406,1.1079245,1.8574582,1.0,1.1221275,1.8350862,1.2000616,1.3042259,1.747409,1.9887,1.6818295,1.4662932
562,drummer3,drummer3/session2,drummer3/session2/17,rock,drummer3/session2/17_rock_100_beat_4-4.mid,drummer3/session2/17_rock_100_beat_4-4.wav,100,train,1.0272915,1.9451771,2.1453674,2.43572,1.2002887,1.7747734,2.2251987,2.4105859,1.4468018,1.701662,2.0688572,2.3704872,1.3742806,1.0,1.6136609,2.10613
563,drummer3,drummer3/session2,drummer3/session2/18,rock,drummer3/session2/18_rock_100_beat_4-4.mid,drummer3/session2/18_rock_100_beat_4-4.wav,100,train,2.6901531,3.2388318,1.0,1.9515932,2.2032304,2.3135595,1.4397217,2.4956186,2.6982086,2.8601406,1.6515344,1.5062146,2.1166513,2.716846,2.0736313,1.8710202
564,drummer3,drummer3/session2,drummer3/session2/19,rock,drummer3/session2/19_rock_100_beat_4-4.mid,drummer3/session2/19_rock_100_beat_4-4.wav,100,train,3.3439589,2.885145,1.0,1.914691,2.6685035,3.1977143,2.8614235,2.341573,3.3570435,3.6831658,3.7848213,3.855685,3.8702374,3.8792052,3.890777,3.890777
565,drummer3,drummer3/session2,drummer3/session2/2,rock,drummer3/session2/2_rock_100_beat_4-4.mid,drummer3/session2/2_rock_100_beat_4-4.wav,100,train,2.9128356,2.9583907,2.9777126,3.002567,3.0145643,2.2516322,1.8658966,1.510682,1.5800586,1.8000131,1.6202455,1.35306,1.0,1.6679742,1.5900577,1.8191453
566,drummer3,drummer3/session2,drummer3/session2/20,rock,drummer3/session2/20_rock_92_beat_4-4.mid,drummer3/session2/20_rock_92_beat_4-4.wav,92,train,1.0,1.7476784,1.7492484,1.8660227,1.456388,2.2441416,2.222672,1.9748963,1.1525911,1.9187783,2.1790524,1.9121555,1.7730298,2.3195016,2.2910163,1.8608124
567,drummer3,drummer3/session2,drummer3/session2/21,rock,drummer3/session2/21_rock_92_beat_4-4.mid,drummer3/session2/21_rock_92_beat_4-4.wav,92,train,2.677835,2.720011,2.7851348,2.80344,1.0,1.7398614,1.7626555,2.1977184,1.3891084,2.3283713,2.539756,2.6060438,1.1262405,1.988438,1.887611,2.0616276
568,drummer3,drummer3/session2,drummer3/session2/22,rock,drummer3/session2/22_rock_92_beat_4-4.mid,drummer3/session2/22_rock_92_beat_4-4.wav,92,train,1.2364142,2.2832904,2.0381076,2.0067194,1.0,1.728368,1.5543677,1.7149963,1.3358287,2.0583968,1.8319005,1.8495537,1.0626079,1.8406091,1.5548964,1.684371
569,drummer3,drummer3/session2,drummer3/session2/23,rock,drummer3/session2/23_rock_92_beat_4-4.mid,drummer3/session2/23_rock_92_beat_4-4.wav,92,train,1.3971207,1.0,1.3355235,1.5203958,1.4956034,1.2318792,1.6052692,1.661511,1.5695955,1.0603487,1.3050312,1.5070609,1.4841943,1.163668,1.524346,1.7343267
570,drummer3,drummer3/session2,drummer3/session2/24,rock,drummer3/session2/24_rock_92_beat_4-4.mid,drummer3/session2/24_rock_92_beat_4-4.wav,92,train,1.7734742,1.8361827,1.8922079,1.9157125,1.7708819,1.8353933,1.8919348,1.9265101,1.9698381,1.207013,1.077855,1.1273495,1.2364215,1.0,1.0582117,1.014375
571,drummer3,drummer3/session2,drummer3/session2/25,hiphop,drummer3/session2/25_hiphop_92_beat_4-4.mid,drummer3/session2/25_hiphop_92_beat_4-4.wav,92,validation,1.9318188,1.0481657,1.0107895,1.555003,1.9977732,2.0155313,2.1409154,1.6017272,1.3358545,1.5094341,1.0,1.1468815,1.6156166,1.5857012,1.3611577,1.9651692
572,drummer3,drummer3/session2,drummer3/session2/26,hiphop,drummer3/session2/26_hiphop_92_beat_4-4.mid,drummer3/session2/26_hiphop_92_beat_4-4.wav,92,train,1.1781738,1.542603,1.76478,1.9396966,1.0671775,1.8608341,2.2765312,2.4319344,2.5745811,2.4668336,1.0530332,1.4797059,1.0,1.8791771,1.4312015,2.2906451
573,drummer3,drummer3/session2,drummer3/session2/27,jazz,drummer3/session2/27_jazz_92_beat_4-4.mid,drummer3/session2/27_jazz_92_beat_4-4.wav,92,train,1.0,1.5785362,1.8002138,1.8854197,1.9197625,1.95275,1.9502498,1.7856784,1.2512642,1.7914566,1.9390061,1.913772,1.7242217,1.8434787,1.8784525,1.868992
574,drummer3,drummer3/session2,drummer3/session2/28,rock,drummer3/session2/28_rock_92_beat_4-4.mid,drummer3/session2/28_rock_92_beat_4-4.wav,92,train,1.0047443,1.4510434,1.6342537,1.4671361,1.0635473,1.4597188,1.5737599,1.4720031,1.0,1.3545536,1.4049885,1.3602155,1.0016223,1.1582484,1.2287136,1.2612121
575,drummer3,drummer3/session2,drummer3/session2/29,rock,drummer3/session2/29_rock_92_beat_4-4.mid,drummer3/session2/29_rock_92_beat_4-4.wav,92,train,1.3270761,1.3746818,1.6345606,1.5866191,1.6047288,1.671867,1.5441871,1.5230715,1.6213115,1.5208168,1.6812574,1.7145532,1.0,1.3147442,1.4578947,1.626559
576,drummer3,drummer3/session2,drummer3/session2/3,rock,drummer3/session2/3_rock_100_beat_4-4.mid,drummer3/session2/3_rock_100_beat_4-4.wav,100,train,1.9885347,2.000758,2.0081646,2.008974,2.0092273,2.0093842,2.0098438,2.010301,2.0163872,2.0183165,2.0183165,2.0183165,2.0183165,2.0183165,2.0183165,1.0
577,drummer3,drummer3/session2,drummer3/session2/30,rock,drummer3/session2/30_rock_92_beat_4-4.mid,drummer3/session2/30_rock_92_beat_4-4.wav,92,train,1.0528159,1.5039711,1.5964693,1.1319317,1.1740496,1.603864,1.5194547,1.3172756,1.0030073,1.4604656,1.4808081,1.4082748,1.0,1.4516287,1.2016855,1.1460816
578,drummer3,drummer3/session2,drummer3/session2/31,hiphop,drummer3/session2/31_hiphop_92_beat_4-4.mid,drummer3/session2/31_hiphop_92_beat_4-4.wav,92,train,1.0,1.7812561,2.3036146,2.3864622,2.1912067,1.6552238,1.0074254,1.2696549,1.0625688,1.6304353,1.6802479,1.5133122,1.2855464,1.5849626,1.768929,1.7397388
579,drummer3,drummer3/session2,drummer3/session2/32,hiphop,drummer3/session2/32_hiphop_92_beat_4-4.mid,drummer3/session2/32_hiphop_92_beat_4-4.wav,92,train,1.477455,2.5118418,2.3251674,2.882294,2.9945288,3.0444524,2.664313,3.040503,2.4772046,1.9199142,1.8648099,1.7597812,1.6803111,1.6708724,1.0,1.5261289
580,drummer3,drummer3/session2,drummer3/session2/33,hiphop,drummer3/session2/33_hiphop_92_beat_4-4.mid,drummer3/session2/33_hiphop_92_beat_4-4.wav,92,train,1.0,1.5029298,2.1322103,2.41212,1.2646723,2.1149478,2.6807482,2.9300475,2.8678012,2.7846065,2.4870257,2.0900307,1.2046239,1.8051069,2.0302715,1.7639068
581,drummer3,drummer3/session2,drummer3/session2/34,rock,drummer3/session2/34_rock_92_beat_4-4.mid,drummer3/session2/34_rock_92_beat_4-4.wav,92,train,1.3831208,1.6360613,1.4546472,1.0,1.5005884,1.7259272,1.5585016,1.4621773,1.2891991,1.0185145,1.2378545,1.6935678,1.449049,1.040834,1.3232608,1.4154196
582,drummer3,drummer3/session2,drummer3/session2/35,rock,drummer3/session2/35_rock_92_beat_4-4.mid,drummer3/session2/35_rock_92_beat_4-4.wav,92,test,1.062552,1.185953,1.5257872,1.8092551,1.0413809,1.6107926,1.2314888,1.6553562,1.0153632,1.3023971,1.2837101,1.7302406,1.0,1.5678145,1.3723536,1.678575
583,drummer3,drummer3/session2,drummer3/session2/36,rock,drummer3/session2/36_rock_92_beat_4-4.mid,drummer3/session2/36_rock_92_beat_4-4.wav,92,train,1.0625411,1.2428606,1.4574807,1.8577077,1.0429791,1.8036532,1.3039285,1.8560731,1.0130258,1.330034,1.2170267,1.8051797,1.0,1.7491564,1.237585,1.7212338
584,drummer3,drummer3/session2,drummer3/session2/37,rock,drummer3/session2/37_rock_92_beat_4-4.mid,drummer3/session2/37_rock_92_beat_4-4.wav,92,train,1.0,1.1289655,1.5282265,1.4444883,1.1699368,1.3427478,1.4529269,1.3680458,1.0795386,1.1487609,1.5710629,1.8421439,2.0064857,1.5549482,1.5832883,1.3689475
585,drummer3,drummer3/session2,drummer3/session2/38,rock,drummer3/session2/38_rock_92_beat_4-4.mid,drummer3/session2/38_rock_92_beat_4-4.wav,92,train,1.2005173,1.6496048,1.93209,1.8932073,1.0,1.6889532,1.4660897,1.445634,1.5549439,2.0578825,2.2681944,1.8480638,1.1442487,1.8092852,1.5670085,1.60314
587,drummer3,drummer3/session2,drummer3/session2/4,rock,drummer3/session2/4_rock_100_beat_4-4.mid,drummer3/session2/4_rock_100_beat_4-4.wav,100,train,2.132501,2.260299,1.0,2.025493,2.0450552,2.3911831,1.691763,2.2583117,2.4097488,2.0765693,1.760532,1.360492,2.0759802,2.1782455,2.127924,1.490664
588,drummer3,drummer3/session2,drummer3/session2/40,hiphop,drummer3/session2/40_hiphop_110_beat_4-4.mid,drummer3/session2/40_hiphop_110_beat_4-4.wav,110,train,2.3469522,1.6610855,2.1623333,1.681133,1.0,1.5100626,1.9324087,1.556992,1.7963051,1.6087289,1.5090698,2.0231915,1.9408524,2.131499,1.4356647,1.7549404
589,drummer3,drummer3/session2,drummer3/session2/41,hiphop,drummer3/session2/41_hiphop_110_beat_4-4.mid,drummer3/session2/41_hiphop_110_beat_4-4.wav,110,train,1.5553522,1.7136016,1.0,1.5780002,1.6430842,1.7763245,1.050124,1.5074878,1.75806,1.4608631,1.1796389,1.4212695,1.6641607,1.7778525,1.3944671,1.2447002
590,drummer3,drummer3/session2,drummer3/session2/42,rock,drummer3/session2/42_rock_110_beat_4-4.mid,drummer3/session2/42_rock_110_beat_4-4.wav,110,train,1.6217606,1.7101086,1.2030064,1.2864171,1.614729,1.5237556,1.6584864,1.0,1.5485947,1.6476182,1.7299663,1.0246319,1.3854578,1.7568074,1.6493074,1.3587382
591,drummer3,drummer3/session2,drummer3/session2/43,rock,drummer3/session2/43_rock_110_beat_4-4.mid,drummer3/session2/43_rock_110_beat_4-4.wav,110,train,2.0964923,2.1965382,1.4132327,1.0827577,1.6215386,1.9227347,1.976856,1.4686149,2.172091,2.3387618,2.3739371,1.0,1.2686639,1.7536381,2.1010418,1.4062121
595,drummer3,drummer3/session2,drummer3/session2/47,rock,drummer3/session2/47_rock_110_beat_4-4.mid,drummer3/session2/47_rock_110_beat_4-4.wav,110,train,1.0,1.4578365,1.1051874,1.5110122,1.0752054,1.5594968,1.7175198,1.876735,1.1448125,1.3821038,1.764132,1.9735702,1.9393284,2.0106246,1.6852039,1.4323621
596,drummer3,drummer3/session2,drummer3/session2/48,rock,drummer3/session2/48_rock_110_beat_4-4.mid,drummer3/session2/48_rock_110_beat_4-4.wav,110,train,1.1369541,1.3768072,1.4764959,1.5735561,1.0,1.5389777,1.1835767,1.6527263,1.2817291,1.7682382,1.924658,2.1055274,1.2600687,1.4898363,1.9047006,2.116424
597,drummer3,drummer3/session2,drummer3/session2/5,rock,drummer3/session2/5_rock_100_beat_4-4.mid,drummer3/session2/5_rock_100_beat_4-4.wav,100,validation,2.6103678,2.6109602,2.611009,2.6130743,2.6220927,2.6220927,2.6220927,2.6220927,2.6220927,2.6220927,2.6220927,2.6220927,2.6220927,2.6220927,2.5313148,1.0
598,drummer3,drummer3/session2,drummer3/session2/6,rock,drummer3/session2/6_rock_100_beat_4-4.mid,drummer3/session2/6_rock_100_beat_4-4.wav,100,train,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8855628,1.8306519,1.0
599,drummer3,drummer3/session2,drummer3/session2/7,rock,drummer3/session2/7_rock_100_beat_4-4.mid,drummer3/session2/7_rock_100_beat_4-4.wav,100,train,1.0425122,2.0401287,1.9990077,1.8360561,1.0,1.4332572,1.8393415,2.4637437,1.2840346,1.922613,2.0776093,2.0464468,1.9686114,1.0024076,1.6655402,1.9713768
600,drummer3,drummer3/session2,drummer3/session2/8,rock,drummer3/session2/8_rock_100_beat_4-4.mid,drummer3/session2/8_rock_100_beat_4-4.wav,100,train,1.1431254,1.7564273,1.2302197,1.0,1.5832434,1.8090497,2.2121387,1.2126783,2.1315322,2.0602815,2.5396264,1.2440649,1.465878,1.7562509,2.2497349,1.7568591
601,drummer3,drummer3/session2,drummer3/session2/9,rock,drummer3/session2/9_rock_100_beat_4-4.mid,drummer3/session2/9_rock_100_beat_4-4.wav,100,train,1.1278352,1.9818932,2.101135,1.8076555,1.0,1.5234174,2.0492115,2.5573125,1.4297072,1.7391403,1.5827365,1.7400469,1.6441619,1.0886908,1.7157192,2.1021628
602,drummer4,drummer4/session1,drummer4/session1/1,rock,drummer4/session1/1_rock_87_beat_4-4.mid,drummer4/session1/1_rock_87_beat_4-4.wav,87,train,1.0243763,1.7065408,1.7164239,1.0,1.8186845,1.8022487,2.4182317,1.622113,2.226182,1.6251557,2.1081336,1.4476194,1.4635203,1.869286,2.2767973,1.9405069
603,drummer4,drummer4/session1,drummer4/session1/2,jazz,drummer4/session1/2_jazz_158_beat_4-4.mid,drummer4/session1/2_jazz_158_beat_4-4.wav,158,validation,1.9230735,1.7451257,2.5232422,2.0872233,2.009637,2.5544643,1.7760043,2.6985505,1.3174285,2.3843586,3.2193265,3.5679402,1.0,2.0385873,2.9933615,3.7124944
604,drummer4,drummer4/session1,drummer4/session1/3,jazz/klezmer,drummer4/session1/3_jazz-klezmer_152_beat_4-4.mid,drummer4/session1/3_jazz-klezmer_152_beat_4-4.wav,152,train,1.0237111,1.9327084,2.413682,2.590896,2.5242763,2.856391,1.094858,1.8157653,2.5276077,2.9976232,1.0,1.2485715,1.717211,1.9524925,1.8034041,2.1071014
605,drummer4,drummer4/session1,drummer4/session1/4,latin/brazilian,drummer4/session1/4_latin-brazilian_92_beat_4-4.mid,drummer4/session1/4_latin-brazilian_92_beat_4-4.wav,92,train,1.1230886,1.9254949,1.1682875,2.2232287,1.0651169,2.1984534,1.0,2.2762718,1.3874726,1.3341157,2.5867264,1.3378077,2.4912882,1.2680402,2.4335349,1.5552174
606,drummer4,drummer4/session1,drummer4/session1/5,latin/brazilian,drummer4/session1/5_latin-brazilian_184_beat_4-4.mid,drummer4/session1/5_latin-brazilian_184_beat_4-4.wav,184,validation,1.0152333,1.4797413,1.8829495,1.3734709,1.1433576,1.0123369,1.2961105,1.0477866,1.0126029,1.48475,1.8973753,1.0256015,1.0,1.5053946,1.9289813,1.1180599
607,drummer4,drummer4/session1,drummer4/session1/6,blues/shuffle,drummer4/session1/6_blues-shuffle_134_beat_4-4.mid,drummer4/session1/6_blues-shuffle_134_beat_4-4.wav,134,train,1.7367846,1.4180049,1.4604595,1.1694478,1.3010298,1.4522607,1.332031,1.2029454,1.3439609,1.3075048,1.0863354,1.1403117,1.302421,1.3003141,1.0,1.2794889
608,drummer4,drummer4/session1,drummer4/session1/7,blues/shuffle,drummer4/session1/7_blues-shuffle_134_beat_4-4.mid,drummer4/session1/7_blues-shuffle_134_beat_4-4.wav,134,train,1.2748879,1.0,1.334136,1.7408605,1.6268868,1.6350851,1.7910357,1.9773659,1.6646119,1.5933205,1.0065079,1.622383,1.4095677,1.3428637,1.5680906,1.7524366
609,drummer4,drummer4/session1,drummer4/session1/8,blues/shuffle,drummer4/session1/8_blues-shuffle_112_beat_4-4.mid,drummer4/session1/8_blues-shuffle_112_beat_4-4.wav,112,train,1.5216717,1.2104716,1.3105307,1.4428465,1.3771118,1.3211405,1.4272999,1.5032432,1.0,1.2435228,1.3525906,1.399609,1.2160807,1.6621339,1.3573776,1.6349267
610,drummer4,drummer4/session1,drummer4/session1/9,latin/merengue,drummer4/session1/9_latin-merengue_158_beat_4-4.mid,drummer4/session1/9_latin-merengue_158_beat_4-4.wav,158,train,1.2450176,1.2707758,2.1369116,1.6500305,1.1360371,1.4387302,2.2069628,1.0,1.7974321,1.1506764,1.6694254,1.8789264,1.5839447,1.6588963,2.4929059,3.0177898
611,drummer5,drummer5/eval_session,drummer5/eval_session/1,funk/groove1,drummer5/eval_session/1_funk-groove1_138_beat_4-4.mid,drummer5/eval_session/1_funk-groove1_138_beat_4-4.wav,138,test,2.776712,2.9452336,2.8406732,3.1641133,1.0,1.5983232,2.1705701,2.3151104,2.670733,2.4387417,2.500559,2.658889,1.5889028,1.444421,2.022646,2.1491928
612,drummer5,drummer5/eval_session,drummer5/eval_session/10,soul/groove10,drummer5/eval_session/10_soul-groove10_102_beat_4-4.mid,drummer5/eval_session/10_soul-groove10_102_beat_4-4.wav,102,test,2.5547411,3.0022671,1.0,1.8489913,2.3873224,2.9894855,2.780931,3.0177028,2.3378398,2.6628585,1.5469406,1.4891323,2.215061,2.6526647,2.130502,2.2854073
613,drummer5,drummer5/eval_session,drummer5/eval_session/2,funk/groove2,drummer5/eval_session/2_funk-groove2_105_beat_4-4.mid,drummer5/eval_session/2_funk-groove2_105_beat_4-4.wav,105,test,2.0999625,2.7574182,2.5832517,3.1210763,1.3940195,1.1855842,1.8689718,2.3850255,2.3359244,2.806478,2.3276656,2.6980054,1.8871143,1.0,1.5973661,2.4478323
614,drummer5,drummer5/eval_session,drummer5/eval_session/3,soul/groove3,drummer5/eval_session/3_soul-groove3_86_beat_4-4.mid,drummer5/eval_session/3_soul-groove3_86_beat_4-4.wav,86,test,2.112788,1.8931879,1.0290316,1.7741838,2.0602653,1.7974229,2.233559,2.113027,1.7757581,2.1379447,1.0,1.5748459,2.0528183,2.1468282,1.7180035,2.2631938
615,drummer5,drummer5/eval_session,drummer5/eval_session/4,soul/groove4,drummer5/eval_session/4_soul-groove4_80_beat_4-4.mid,drummer5/eval_session/4_soul-groove4_80_beat_4-4.wav,80,test,2.2284222,2.8602347,1.0607094,1.7633799,2.158587,2.4569945,2.3430219,2.1930172,2.1895306,2.6586075,1.0,2.0122948,2.02361,1.9230285,2.2181816,2.7501647
616,drummer5,drummer5/eval_session,drummer5/eval_session/5,funk/groove5,drummer5/eval_session/5_funk-groove5_84_beat_4-4.mid,drummer5/eval_session/5_funk-groove5_84_beat_4-4.wav,84,test,1.401415,3.073635,4.4669566,2.2096965,1.1448709,2.218452,3.5249515,1.0,2.2684965,1.322545,1.7182704,1.2424524,1.7756284,2.7327702,3.848171,3.9710128
617,drummer5,drummer5/eval_session,drummer5/eval_session/6,hiphop/groove6,drummer5/eval_session/6_hiphop-groove6_87_beat_4-4.mid,drummer5/eval_session/6_hiphop-groove6_87_beat_4-4.wav,87,test,3.2808177,3.6898787,1.0,1.86817,2.7803526,2.9892375,2.6107204,3.293739,2.458001,3.3065178,1.7020335,1.6292773,2.272291,3.130158,2.699759,3.0839927
618,drummer5,drummer5/eval_session,drummer5/eval_session/7,pop/groove7,drummer5/eval_session/7_pop-groove7_138_beat_4-4.mid,drummer5/eval_session/7_pop-groove7_138_beat_4-4.wav,138,test,1.0,1.7881178,2.4624777,3.311029,2.6138315,3.4831824,3.7681684,4.2211537,1.5443894,1.66361,2.334402,3.1089115,3.0754623,3.0848835,3.5068512,3.9355764
619,drummer5,drummer5/eval_session,drummer5/eval_session/8,rock/groove8,drummer5/eval_session/8_rock-groove8_65_beat_4-4.mid,drummer5/eval_session/8_rock-groove8_65_beat_4-4.wav,65,test,2.6888137,2.526708,1.0,2.0007708,2.561126,2.5469456,1.905753,2.663198,2.479272,2.8500865,1.262467,2.0448859,2.3603253,2.8397818,2.149456,2.5903535
620,drummer5,drummer5/eval_session,drummer5/eval_session/9,soul/groove9,drummer5/eval_session/9_soul-groove9_105_beat_4-4.mid,drummer5/eval_session/9_soul-groove9_105_beat_4-4.wav,105,test,2.7538571,3.1077094,1.0,1.9432963,2.6267564,3.2725725,2.6893945,3.2749798,2.3502707,2.9748037,1.2269937,1.7547184,2.3764231,2.6670926,1.9757032,2.7941236
621,drummer5,drummer5/session1,drummer5/session1/1,latin/brazilian-bossa,drummer5/session1/1_latin-brazilian-bossa_127_beat_4-4.mid,drummer5/session1/1_latin-brazilian-bossa_127_beat_4-4.wav,127,train,1.0939051,1.7219758,1.3772702,1.9174603,1.3230566,1.683316,1.3409269,1.8875542,1.6208032,2.2141306,1.424035,1.9578414,1.5162005,1.9509312,1.0,1.578909
622,drummer5,drummer5/session1,drummer5/session1/10,latin/brazilian-sambareggae,drummer5/session1/10_latin-brazilian-sambareggae_96_beat_4-4.mid,drummer5/session1/10_latin-brazilian-sambareggae_96_beat_4-4.wav,96,train,1.3702679,1.0,1.1937118,1.6515577,1.5426836,1.983453,1.3056723,1.8624709,1.7337768,1.0294299,1.3381467,1.600949,1.5911121,1.401031,1.1760653,1.8778424
623,drummer5,drummer5/session1,drummer5/session1/11,latin/brazilian-sambareggae,drummer5/session1/11_latin-brazilian-sambareggae_96_beat_4-4.mid,drummer5/session1/11_latin-brazilian-sambareggae_96_beat_4-4.wav,96,validation,1.0,1.3033309,1.8610916,1.3580335,2.0374455,1.3256884,1.9456185,1.7748708,1.597931,1.6249161,1.6098219,1.6135882,1.4872389,1.3885916,1.6957313,2.0334432
624,drummer5,drummer5/session1,drummer5/session1/12,latin/brazilian-sambareggae,drummer5/session1/12_latin-brazilian-sambareggae_96_beat_4-4.mid,drummer5/session1/12_latin-brazilian-sambareggae_96_beat_4-4.wav,96,test,1.3920089,2.0365407,1.7825521,1.0,1.2021255,1.846281,1.2362219,1.9373354,1.2942816,1.9173889,1.391176,1.3146961,1.4331492,1.495976,1.4521805,1.3807005
625,drummer5,drummer5/session1,drummer5/session1/13,afrocuban/calypso,drummer5/session1/13_afrocuban-calypso_124_beat_4-4.mid,drummer5/session1/13_afrocuban-calypso_124_beat_4-4.wav,124,train,1.6307542,1.9322639,2.283595,1.0,2.0704641,1.9630568,1.0218794,1.770139,1.7806802,1.8388373,2.2940967,1.0239979,1.5328228,1.8603578,2.067826,2.1534896
626,drummer5,drummer5/session1,drummer5/session1/14,latin/brazilian-songo,drummer5/session1/14_latin-brazilian-songo_112_beat_4-4.mid,drummer5/session1/14_latin-brazilian-songo_112_beat_4-4.wav,112,train,1.4732755,2.4255483,2.8759546,2.053615,1.4837596,2.4432034,1.855476,2.5374942,2.2358253,1.0696598,1.4788907,1.6614711,1.8513231,2.1635392,1.9880431,1.0
627,drummer5,drummer5/session1,drummer5/session1/15,funk,drummer5/session1/15_funk_100_beat_4-4.mid,drummer5/session1/15_funk_100_beat_4-4.wav,100,train,1.0,2.5981135,3.9832816,5.331952,5.234103,5.929604,5.1089387,5.247942,5.0379696,2.5124948,4.587292,6.157705,5.785322,3.944917,6.229394,6.346409
628,drummer5,drummer5/session1,drummer5/session1/16,rock,drummer5/session1/16_rock_136_beat_4-4.mid,drummer5/session1/16_rock_136_beat_4-4.wav,136,train,1.6840549,2.0855086,2.3598814,2.3739133,1.0,2.0026526,2.6555095,3.0246668,2.5599732,2.7839675,2.5885508,2.9768643,1.1996293,1.0571829,1.8382839,2.6096404
629,drummer5,drummer5/session1,drummer5/session1/17,blues/shuffle,drummer5/session1/17_blues-shuffle_72_beat_4-4.mid,drummer5/session1/17_blues-shuffle_72_beat_4-4.wav,72,train,1.7697142,1.1173927,1.8017842,2.129498,2.1179953,1.7342634,2.441717,2.5822868,2.6462712,1.0,1.5424618,2.4974058,2.592,2.021813,2.5045605,2.8580313
630,drummer5,drummer5/session1,drummer5/session1/18,afrocuban,drummer5/session1/18_afrocuban_128_beat_4-4.mid,drummer5/session1/18_afrocuban_128_beat_4-4.wav,128,train,1.7668964,2.304783,2.720336,2.9586313,2.7947462,1.0,1.4899029,2.1727333,2.5211556,1.8075348,2.4032974,2.621514,2.7575388,2.0929384,2.7091954,2.7454224
631,drummer5,drummer5/session1,drummer5/session1/19,middleeastern,drummer5/session1/19_middleeastern_126_beat_4-4.mid,drummer5/session1/19_middleeastern_126_beat_4-4.wav,126,train,1.0,1.6932119,2.2003477,2.895364,2.2436967,2.0580652,1.6545696,2.5650156,2.5970955,3.0578985,1.1876225,2.1647544,2.405628,2.630595,1.7339816,2.57853
632,drummer5,drummer5/session1,drummer5/session1/2,latin/brazilian-bossa,drummer5/session1/2_latin-brazilian-bossa_127_beat_4-4.mid,drummer5/session1/2_latin-brazilian-bossa_127_beat_4-4.wav,127,train,1.4589894,1.9088652,2.162984,1.5760174,1.8256788,1.7849792,1.9090858,1.8580226,1.8788999,1.5216758,1.0,1.1210356,1.4450804,1.5470848,1.770871,1.7604908
633,drummer5,drummer5/session1,drummer5/session1/20,latin/brazilian-baiao,drummer5/session1/20_latin-brazilian-baiao_110_beat_4-4.mid,drummer5/session1/20_latin-brazilian-baiao_110_beat_4-4.wav,110,train,2.3997974,2.5362146,2.8524942,2.4733179,2.6439223,2.7154813,1.0,1.8353537,2.1172526,2.523894,2.5824573,2.6423898,2.5999877,2.7731178,1.7119348,1.6288241
634,drummer5,drummer5/session1,drummer5/session1/3,latin/brazilian-samba,drummer5/session1/3_latin-brazilian-samba_89_beat_4-4.mid,drummer5/session1/3_latin-brazilian-samba_89_beat_4-4.wav,89,train,1.4361796,1.8038224,1.6212107,1.03303,1.4619297,1.0,1.3686037,1.5260069,1.3589181,1.5200552,1.6380697,1.3623117,1.2682698,1.2270578,1.3446097,1.6718081
635,drummer5,drummer5/session1,drummer5/session1/4,latin/brazilian-samba,drummer5/session1/4_latin-brazilian-samba_89_beat_4-4.mid,drummer5/session1/4_latin-brazilian-samba_89_beat_4-4.wav,89,validation,1.3057721,1.6149235,1.4676414,1.3961047,1.6912136,1.4271414,1.0635011,1.4590122,1.1218488,1.7670002,1.5556957,1.2659351,1.3659348,1.7359741,1.7195764,1.0
636,drummer5,drummer5/session1,drummer5/session1/5,latin/brazilian-samba,drummer5/session1/5_latin-brazilian-samba_89_beat_4-4.mid,drummer5/session1/5_latin-brazilian-samba_89_beat_4-4.wav,89,train,2.1558435,2.353945,2.3179994,2.5405684,1.0,1.7734411,2.1940012,2.3334668,2.607034,1.5020971,2.4536161,2.1986585,1.4988805,1.8781782,2.2741244,2.5885344
637,drummer5,drummer5/session1,drummer5/session1/6,latin/brazilian-maracatu,drummer5/session1/6_latin-brazilian-maracatu_96_beat_4-4.mid,drummer5/session1/6_latin-brazilian-maracatu_96_beat_4-4.wav,96,train,1.1311549,1.1311549,1.1311549,1.1311549,1.1311549,1.1311549,1.1311549,1.1311549,1.1311549,1.1311549,1.1311549,1.1311549,1.0073209,1.0,1.1248084,1.1286755
638,drummer5,drummer5/session1,drummer5/session1/7,latin/brazilian-maracatu,drummer5/session1/7_latin-brazilian-maracatu_96_beat_4-4.mid,drummer5/session1/7_latin-brazilian-maracatu_96_beat_4-4.wav,96,test,1.3049335,1.261779,1.4155728,1.2207226,1.1011102,1.4249322,1.2763981,1.6847192,1.5182437,1.0,1.3304921,1.5648664,1.6079012,1.1301805,1.3153793,1.509202
639,drummer5,drummer5/session1,drummer5/session1/8,latin/venezuelan-merengue,drummer5/session1/8_latin-venezuelan-merengue_162_beat_5-8.mid,drummer5/session1/8_latin-venezuelan-merengue_162_beat_5-8.wav,162,train,1.5346733,1.7919787,1.4606664,1.6656845,1.2294781,1.9056649,1.7068214,1.8428025,1.5343516,1.5223416,1.282416,1.5207207,1.4771359,1.0782042,1.0,1.4615606
